Date,Unit,Minimum,Maximum,Average,Market
29/06/21,Kg,40,50,45,Tomato
30/06/21,Kg,40,50,45,Tomato
01/07/21,Kg,40,50,45,Tomato
02/07/21,Kg,40,50,45,Tomato
03/07/21,Kg,35,40,37.5,Tomato
04/07/21,Kg,30,42,36,Tomato
05/07/21,Kg,40,50,45,Tomato
06/07/21,Kg,40,50,45,Tomato
07/07/21,Kg,50,60,55,Tomato
08/07/21,Kg,50,60,55,Tomato
09/07/21,Kg,50,60,55,Tomato
10/07/21,Kg,50,60,55,Tomato
11/07/21,Kg,50,60,55,Tomato
12/07/21,Kg,60,70,65,Tomato
13/07/21,Kg,60,70,65,Tomato
14/07/21,Kg,60,70,65,Tomato
15/07/21,Kg,50,60,55,Tomato
16/07/21,Kg,50,60,55,Tomato
17/07/21,Kg,50,60,55,Tomato
18/07/21,Kg,50,60,55,Tomato
19/07/21,Kg,50,60,55,Tomato
20/07/21,Kg,50,60,55,Tomato
21/07/21,Kg,60,70,65,Tomato
22/07/21,Kg,50,60,55,Tomato
23/07/21,Kg,50,60,55,Tomato
24/07/21,Kg,50,60,55,Tomato
25/07/21,Kg,40,50,45,Tomato
26/07/21,Kg,40,50,45,Tomato
27/07/21,Kg,40,50,45,Tomato
28/07/21,Kg,40,50,45,Tomato
29/07/21,Kg,45,55,50,Tomato
30/07/21,Kg,45,55,50,Tomato
31/07/21,Kg,45,55,50,Tomato
01/08/21,Kg,45,54,49.5,Tomato
02/08/21,Kg,50,60,55,Tomato
03/08/21,Kg,50,60,55,Tomato
04/08/21,Kg,50,60,55,Tomato
05/08/21,Kg,50,60,55,Tomato
06/08/21,Kg,60,70,65,Tomato
07/08/21,Kg,60,68,64,Tomato
08/08/21,Kg,68,80,74,Tomato
09/08/21,Kg,70,80,75,Tomato
10/08/21,Kg,70,75,72.5,Tomato
11/08/21,Kg,60,70,65,Tomato
12/08/21,Kg,60,70,65,Tomato
13/08/21,Kg,50,60,55,Tomato
14/08/21,Kg,45,55,50,Tomato
15/08/21,Kg,44,50,47,Tomato
16/08/21,Kg,40,50,45,Tomato
17/08/21,Kg,40,50,45,Tomato
18/08/21,Kg,40,50,45,Tomato
19/08/21,Kg,35,45,40,Tomato
20/08/21,Kg,35,40,37.5,Tomato
21/08/21,Kg,35,40,37.5,Tomato
22/08/21,Kg,30,40,35,Tomato
23/08/21,Kg,35,40,37.5,Tomato
24/08/21,Kg,35,40,37.5,Tomato
25/08/21,Kg,40,50,45,Tomato
26/08/21,Kg,40,50,45,Tomato
27/08/21,Kg,50,60,55,Tomato
28/08/21,Kg,55,60,57.5,Tomato
29/08/21,Kg,50,55,52.5,Tomato
30/08/21,Kg,45,50,47.5,Tomato
31/08/21,Kg,40,45,42.5,Tomato
01/09/21,Kg,35,40,37.5,Tomato
02/09/21,Kg,30,40,35,Tomato
03/09/21,Kg,30,40,35,Tomato
04/09/21,Kg,30,35,32.5,Tomato
05/09/21,Kg,28,30,29,Tomato
06/09/21,Kg,30,35,32.5,Tomato
07/09/21,Kg,28,35,31.5,Tomato
08/09/21,Kg,28,35,31.5,Tomato
09/09/21,Kg,25,30,27.5,Tomato
10/09/21,Kg,25,30,27.5,Tomato
11/09/21,Kg,25,30,27.5,Tomato
12/09/21,Kg,24,28,26,Tomato
13/09/21,Kg,30,40,35,Tomato
14/09/21,Kg,35,45,40,Tomato
15/09/21,Kg,28,35,31.5,Tomato
16/09/21,Kg,25,35,30,Tomato
17/09/21,Kg,25,30,27.5,Tomato
18/09/21,Kg,25,35,30,Tomato
19/09/21,Kg,20,26,23,Tomato
20/09/21,Kg,25,30,27.5,Tomato
21/09/21,Kg,15,25,20,Tomato
22/09/21,Kg,20,25,22.5,Tomato
23/09/21,Kg,25,35,30,Tomato
24/09/21,Kg,20,30,25,Tomato
25/09/21,Kg,20,30,25,Tomato
26/09/21,Kg,18,26,22,Tomato
27/09/21,Kg,25,30,27.5,Tomato
28/09/21,Kg,20,30,25,Tomato
29/09/21,Kg,20,25,22.5,Tomato
30/09/21,Kg,20,30,25,Tomato
01/10/21,Kg,20,30,25,Tomato
02/10/21,Kg,20,25,22.5,Tomato
03/10/21,Kg,16,24,20,Tomato
04/10/21,Kg,20,25,22.5,Tomato
05/10/21,Kg,15,20,17.5,Tomato
06/10/21,Kg,15,20,17.5,Tomato
07/10/21,Kg,20,25,22.5,Tomato
08/10/21,Kg,20,25,22.5,Tomato
09/10/21,Kg,20,25,22.5,Tomato
10/10/21,Kg,18,25,21.5,Tomato
11/10/21,Kg,20,25,22.5,Tomato
12/10/21,Kg,20,30,25,Tomato
13/10/21,Kg,20,25,22.5,Tomato
14/10/21,Kg,15,25,20,Tomato
15/10/21,Kg,15,25,20,Tomato
16/10/21,Kg,15,25,20,Tomato
17/10/21,Kg,12,16,14,Tomato
18/10/21,Kg,15,20,17.5,Tomato
19/10/21,Kg,15,25,20,Tomato
20/10/21,Kg,15,20,17.5,Tomato
21/10/21,Kg,20,30,25,Tomato
22/10/21,Kg,40,50,45,Tomato
23/10/21,Kg,50,60,55,Tomato
24/10/21,Kg,30,35,32.5,Tomato
25/10/21,Kg,20,30,25,Tomato
26/10/21,Kg,20,25,22.5,Tomato
27/10/21,Kg,15,20,17.5,Tomato
28/10/21,Kg,10,20,15,Tomato
29/10/21,Kg,10,20,15,Tomato
30/10/21,Kg,40,50,45,Tomato
31/10/21,Kg,24,35,29.5,Tomato
01/11/21,Kg,20,30,25,Tomato
02/11/21,Kg,20,30,25,Tomato
03/11/21,Kg,25,30,27.5,Tomato
04/11/21,Kg,40,45,42.5,Tomato
05/11/21,Kg,40,50,45,Tomato
06/11/21,Kg,40,50,45,Tomato
07/11/21,Kg,44,55,49.5,Tomato
08/11/21,Kg,60,70,65,Tomato
09/11/21,Kg,50,60,55,Tomato
10/11/21,Kg,50,60,55,Tomato
11/11/21,Kg,60,70,65,Tomato
12/11/21,Kg,50,60,55,Tomato
13/11/21,Kg,55,60,57.5,Tomato
14/11/21,Kg,56,68,62,Tomato
15/11/21,Kg,90,100,95,Tomato
16/11/21,Kg,55,65,60,Tomato
17/11/21,Kg,45,55,50,Tomato
18/11/21,Kg,30,40,35,Tomato
19/11/21,Kg,35,45,40,Tomato
20/11/21,Kg,50,60,55,Tomato
21/11/21,Kg,50,56,53,Tomato
22/11/21,Kg,60,70,65,Tomato
23/11/21,Kg,70,75,72.5,Tomato
24/11/21,Kg,50,60,55,Tomato
25/11/21,Kg,60,70,65,Tomato
26/11/21,Kg,60,70,65,Tomato
27/11/21,Kg,60,70,65,Tomato
28/11/21,Kg,55,65,60,Tomato
29/11/21,Kg,50,65,57.5,Tomato
30/11/21,Kg,50,60,55,Tomato
01/12/21,Kg,50,60,55,Tomato
02/12/21,Kg,50,60,55,Tomato
03/12/21,Kg,50,60,55,Tomato
04/12/21,Kg,45,50,47.5,Tomato
05/12/21,Kg,42,52,47,Tomato
06/12/21,Kg,40,50,45,Tomato
07/12/21,Kg,45,55,50,Tomato
08/12/21,Kg,40,50,45,Tomato
09/12/21,Kg,50,55,52.5,Tomato
10/12/21,Kg,45,50,47.5,Tomato
11/12/21,Kg,45,50,47.5,Tomato
12/12/21,Kg,45,58,51.5,Tomato
13/12/21,Kg,45,50,47.5,Tomato
14/12/21,Kg,45,50,47.5,Tomato
15/12/21,Kg,45,55,50,Tomato
16/12/21,Kg,45,50,47.5,Tomato
17/12/21,Kg,40,50,45,Tomato
18/12/21,Kg,40,50,45,Tomato
19/12/21,Kg,35,45,40,Tomato
20/12/21,Kg,40,50,45,Tomato
21/12/21,Kg,40,50,45,Tomato
22/12/21,Kg,40,50,45,Tomato
23/12/21,Kg,40,50,45,Tomato
24/12/21,Kg,40,50,45,Tomato
25/12/21,Kg,45,52,48.5,Tomato
26/12/21,Kg,50,60,55,Tomato
27/12/21,Kg,40,50,45,Tomato
28/12/21,Kg,40,50,45,Tomato
29/12/21,Kg,40,50,45,Tomato
30/12/21,Kg,40,45,42.5,Tomato
31/12/21,Kg,40,50,45,Tomato
01/01/22,Kg,40,50,45,Tomato
02/01/22,Kg,35,44,39.5,Tomato
03/01/22,Kg,30,40,35,Tomato
04/01/22,Kg,30,40,35,Tomato
05/01/22,Kg,25,30,27.5,Tomato
06/01/22,Kg,20,30,25,Tomato
07/01/22,Kg,15,20,17.5,Tomato
08/01/22,Kg,15,20,17.5,Tomato
09/01/22,Kg,15,20,17.5,Tomato
10/01/22,Kg,15,20,17.5,Tomato
11/01/22,Kg,15,20,17.5,Tomato
12/01/22,Kg,15,20,17.5,Tomato
13/01/22,Kg,15,20,17.5,Tomato
14/01/22,Kg,15,20,17.5,Tomato
15/01/22,Kg,15,20,17.5,Tomato
16/01/22,Kg,15,24,19.5,Tomato
17/01/22,Kg,15,20,17.5,Tomato
18/01/22,Kg,15,20,17.5,Tomato
19/01/22,Kg,15,20,17.5,Tomato
20/01/22,Kg,15,20,17.5,Tomato
21/01/22,Kg,15,20,17.5,Tomato
22/01/22,Kg,15,20,17.5,Tomato
23/01/22,Kg,25,30,27.5,Tomato
24/01/22,Kg,20,30,25,Tomato
25/01/22,Kg,20,30,25,Tomato
26/01/22,Kg,18,25,21.5,Tomato
27/01/22,Kg,15,20,17.5,Tomato
28/01/22,Kg,15,20,17.5,Tomato
29/01/22,Kg,20,25,22.5,Tomato
30/01/22,Kg,20,25,22.5,Tomato
31/01/22,Kg,15,20,17.5,Tomato
01/02/22,Kg,20,30,25,Tomato
02/02/22,Kg,20,30,25,Tomato
03/02/22,Kg,20,30,25,Tomato
04/02/22,Kg,30,35,32.5,Tomato
05/02/22,Kg,25,30,27.5,Tomato
06/02/22,Kg,25,30,27.5,Tomato
07/02/22,Kg,20,30,25,Tomato
08/02/22,Kg,25,30,27.5,Tomato
09/02/22,Kg,20,25,22.5,Tomato
10/02/22,Kg,20,30,25,Tomato
11/02/22,Kg,25,30,27.5,Tomato
12/02/22,Kg,25,30,27.5,Tomato
13/02/22,Kg,20,25,22.5,Tomato
14/02/22,Kg,25,30,27.5,Tomato
15/02/22,Kg,25,30,27.5,Tomato
16/02/22,Kg,25,30,27.5,Tomato
17/02/22,Kg,25,30,27.5,Tomato
18/02/22,Kg,25,30,27.5,Tomato
19/02/22,Kg,25,30,27.5,Tomato
20/02/22,Kg,30,35,32.5,Tomato
21/02/22,Kg,20,30,25,Tomato
22/02/22,Kg,20,25,22.5,Tomato
23/02/22,Kg,20,30,25,Tomato
24/02/22,Kg,25,30,27.5,Tomato
25/02/22,Kg,20,30,25,Tomato
26/02/22,Kg,20,25,22.5,Tomato
27/02/22,Kg,20,24,22,Tomato
28/02/22,Kg,20,25,22.5,Tomato
01/03/22,Kg,20,25,22.5,Tomato
02/03/22,Kg,25,30,27.5,Tomato
04/03/22,Kg,25,30,27.5,Tomato
05/03/22,Kg,30,35,32.5,Tomato
06/03/22,Kg,30,40,35,Tomato
07/03/22,Kg,25,32,28.5,Tomato
08/03/22,Kg,25,28,26.5,Tomato
09/03/22,Kg,20,25,22.5,Tomato
10/03/22,Kg,25,30,27.5,Tomato
11/03/22,Kg,25,30,27.5,Tomato
12/03/22,Kg,28,35,31.5,Tomato
13/03/22,Kg,25,30,27.5,Tomato
15/03/22,Kg,35,40,37.5,Tomato
16/03/22,Kg,35,40,37.5,Tomato
17/03/22,Kg,30,40,35,Tomato
18/03/22,Kg,35,40,37.5,Tomato
19/03/22,Kg,38,40,39,Tomato
20/03/22,Kg,40,45,42.5,Tomato
21/03/22,Kg,40,50,45,Tomato
22/03/22,Kg,40,50,45,Tomato
23/03/22,Kg,40,45,42.5,Tomato
24/03/22,Kg,40,50,45,Tomato
25/03/22,Kg,40,50,45,Tomato
26/03/22,Kg,37,42,39.5,Tomato
27/03/22,Kg,40,45,42.5,Tomato
28/03/22,Kg,40,45,42.5,Tomato
29/03/22,Kg,30,40,35,Tomato
30/03/22,Kg,30,35,32.5,Tomato
31/03/22,Kg,30,35,32.5,Tomato
01/04/22,Kg,25,30,27.5,Tomato
02/04/22,Kg,35,40,37.5,Tomato
03/04/22,Kg,30,35,32.5,Tomato
04/04/22,Kg,25,30,27.5,Tomato
05/04/22,Kg,25,30,27.5,Tomato
06/04/22,Kg,25,30,27.5,Tomato
07/04/22,Kg,25,30,27.5,Tomato
08/04/22,Kg,35,40,37.5,Tomato
09/04/22,Kg,28,35,31.5,Tomato
10/04/22,Kg,25,30,27.5,Tomato
11/04/22,Kg,25,30,27.5,Tomato
12/04/22,Kg,22,30,26,Tomato
13/04/22,Kg,25,30,27.5,Tomato
14/04/22,Kg,25,30,27.5,Tomato
15/04/22,Kg,25,30,27.5,Tomato
16/04/22,Kg,20,25,22.5,Tomato
17/04/22,Kg,20,25,22.5,Tomato
18/04/22,Kg,15,20,17.5,Tomato
19/04/22,Kg,15,20,17.5,Tomato
20/04/22,Kg,15,20,17.5,Tomato
21/04/22,Kg,15,20,17.5,Tomato
22/04/22,Kg,20,25,22.5,Tomato
23/04/22,Kg,25,30,27.5,Tomato
24/04/22,Kg,30,35,32.5,Tomato
25/04/22,Kg,30,40,35,Tomato
26/04/22,Kg,30,40,35,Tomato
27/04/22,Kg,35,45,40,Tomato
28/04/22,Kg,38,45,41.5,Tomato
29/04/22,Kg,45,50,47.5,Tomato
30/04/22,Kg,40,45,42.5,Tomato
01/05/22,Kg,30,42,36,Tomato
02/05/22,Kg,40,50,45,Tomato
03/05/22,Kg,40,50,45,Tomato
04/05/22,Kg,50,60,55,Tomato
05/05/22,Kg,60,70,65,Tomato
06/05/22,Kg,60,65,62.5,Tomato
07/05/22,Kg,60,65,62.5,Tomato
08/05/22,Kg,50,60,55,Tomato
09/05/22,Kg,50,60,55,Tomato
10/05/22,Kg,50,60,55,Tomato
11/05/22,Kg,50,60,55,Tomato
12/05/22,Kg,50,60,55,Tomato
13/05/22,Kg,50,60,55,Tomato
14/05/22,Kg,55,60,57.5,Tomato
15/05/22,Kg,60,65,62.5,Tomato
16/05/22,Kg,50,55,52.5,Tomato
17/05/22,Kg,50,60,55,Tomato
18/05/22,Kg,45,55,50,Tomato
19/05/22,Kg,55,65,60,Tomato
20/05/22,Kg,70,80,75,Tomato
21/05/22,Kg,60,70,65,Tomato
22/05/22,Kg,70,80,75,Tomato
23/05/22,Kg,70,80,75,Tomato
24/05/22,Kg,60,70,65,Tomato
25/05/22,Kg,50,60,55,Tomato
26/05/22,Kg,50,60,55,Tomato
27/05/22,Kg,50,60,55,Tomato
28/05/22,Kg,60,70,65,Tomato
29/05/22,Kg,50,60,55,Tomato
30/05/22,Kg,60,70,65,Tomato
31/05/22,Kg,60,70,65,Tomato
01/06/22,Kg,50,60,55,Tomato
02/06/22,Kg,60,70,65,Tomato
03/06/22,Kg,60,70,65,Tomato
04/06/22,Kg,50,60,55,Tomato
05/06/22,Kg,60,70,65,Tomato
06/06/22,Kg,70,80,75,Tomato
07/06/22,Kg,50,60,55,Tomato
08/06/22,Kg,50,60,55,Tomato
09/06/22,Kg,40,50,45,Tomato
10/06/22,Kg,50,60,55,Tomato
11/06/22,Kg,40,55,47.5,Tomato
12/06/22,Kg,50,60,55,Tomato
13/06/22,Kg,50,60,55,Tomato
14/06/22,Kg,35,45,40,Tomato
15/06/22,Kg,35,40,37.5,Tomato
16/06/22,Kg,30,38,34,Tomato
17/06/22,Kg,40,50,45,Tomato
18/06/22,Kg,25,40,32.5,Tomato
19/06/22,Kg,40,50,45,Tomato
20/06/22,Kg,40,50,45,Tomato
21/06/22,Kg,45,50,47.5,Tomato
22/06/22,Kg,50,60,55,Tomato
23/06/22,Kg,50,60,55,Tomato
24/06/22,Kg,40,50,45,Tomato
25/06/22,Kg,30,40,35,Tomato
26/06/22,Kg,50,60,55,Tomato
27/06/22,Kg,50,55,52.5,Tomato
28/06/22,Kg,60,70,65,Tomato
29/06/22,Kg,60,70,65,Tomato
30/06/22,Kg,60,70,65,Tomato
01/07/22,Kg,60,70,65,Tomato
02/07/22,Kg,65,70,67.5,Tomato
03/07/22,Kg,60,70,65,Tomato
04/07/22,Kg,60,70,65,Tomato
05/07/22,Kg,60,70,65,Tomato
06/07/22,Kg,60,70,65,Tomato
07/07/22,Kg,60,70,65,Tomato
08/07/22,Kg,60,70,65,Tomato
09/07/22,Kg,60,70,65,Tomato
10/07/22,Kg,60,70,65,Tomato
11/07/22,Kg,70,80,75,Tomato
12/07/22,Kg,60,70,65,Tomato
13/07/22,Kg,60,70,65,Tomato
14/07/22,Kg,65,70,67.5,Tomato
15/07/22,Kg,55,60,57.5,Tomato
16/07/22,Kg,55,60,57.5,Tomato
17/07/22,Kg,60,65,62.5,Tomato
18/07/22,Kg,55,60,57.5,Tomato
19/07/22,Kg,50,60,55,Tomato
20/07/22,Kg,50,60,55,Tomato
21/07/22,Kg,50,55,52.5,Tomato
22/07/22,Kg,55,65,60,Tomato
23/07/22,Kg,58,65,61.5,Tomato
24/07/22,Kg,60,70,65,Tomato
25/07/22,Kg,60,70,65,Tomato
26/07/22,Kg,80,90,85,Tomato
27/07/22,Kg,75,85,80,Tomato
28/07/22,Kg,70,80,75,Tomato
29/07/22,Kg,85,90,87.5,Tomato
30/07/22,Kg,80,85,82.5,Tomato
31/07/22,Kg,80,90,85,Tomato
01/08/22,Kg,75,80,77.5,Tomato
02/08/22,Kg,70,80,75,Tomato
03/08/22,Kg,70,75,72.5,Tomato
04/08/22,Kg,65,70,67.5,Tomato
05/08/22,Kg,65,70,67.5,Tomato
06/08/22,Kg,80,90,85,Tomato
07/08/22,Kg,70,75,72.5,Tomato
08/08/22,Kg,65,70,67.5,Tomato
09/08/22,Kg,60,70,65,Tomato
10/08/22,Kg,50,60,55,Tomato
11/08/22,Kg,50,60,55,Tomato
12/08/22,Kg,50,60,55,Tomato
13/08/22,Kg,50,60,55,Tomato
14/08/22,Kg,50,55,52.5,Tomato
15/08/22,Kg,45,55,50,Tomato
16/08/22,Kg,45,55,50,Tomato
17/08/22,Kg,45,55,50,Tomato
18/08/22,Kg,50,60,55,Tomato
19/08/22,Kg,75,80,77.5,Tomato
20/08/22,Kg,55,60,57.5,Tomato
21/08/22,Kg,50,60,55,Tomato
22/08/22,Kg,40,50,45,Tomato
23/08/22,Kg,40,50,45,Tomato
24/08/22,Kg,45,50,47.5,Tomato
25/08/22,Kg,50,55,52.5,Tomato
26/08/22,Kg,40,50,45,Tomato
27/08/22,Kg,40,48,44,Tomato
28/08/22,Kg,50,60,55,Tomato
29/08/22,Kg,45,55,50,Tomato
30/08/22,Kg,45,55,50,Tomato
31/08/22,Kg,45,55,50,Tomato
01/09/22,Kg,45,55,50,Tomato
02/09/22,Kg,45,55,50,Tomato
03/09/22,Kg,45,52,48.5,Tomato
04/09/22,Kg,45,55,50,Tomato
05/09/22,Kg,45,55,50,Tomato
06/09/22,Kg,40,50,45,Tomato
07/09/22,Kg,40,50,45,Tomato
08/09/22,Kg,35,45,40,Tomato
09/09/22,Kg,35,45,40,Tomato
10/09/22,Kg,38,45,41.5,Tomato
11/09/22,Kg,35,45,40,Tomato
12/09/22,Kg,35,45,40,Tomato
13/09/22,Kg,45,55,50,Tomato
14/09/22,Kg,40,50,45,Tomato
15/09/22,Kg,40,45,42.5,Tomato
16/09/22,Kg,45,55,50,Tomato
17/09/22,Kg,45,50,47.5,Tomato
18/09/22,Kg,50,60,55,Tomato
19/09/22,Kg,40,50,45,Tomato
20/09/22,Kg,45,55,50,Tomato
21/09/22,Kg,48,55,51.5,Tomato
22/09/22,Kg,40,50,45,Tomato
23/09/22,Kg,40,45,42.5,Tomato
24/09/22,Kg,45,50,47.5,Tomato
25/09/22,Kg,45,55,50,Tomato
26/09/22,Kg,50,60,55,Tomato
27/09/22,Kg,45,55,50,Tomato
28/09/22,Kg,45,55,50,Tomato
29/09/22,Kg,45,55,50,Tomato
30/09/22,Kg,50,60,55,Tomato
01/10/22,Kg,50,60,55,Tomato
02/10/22,Kg,60,70,65,Tomato
03/10/22,Kg,65,70,67.5,Tomato
04/10/22,Kg,70,80,75,Tomato
05/10/22,Kg,60,70,65,Tomato
06/10/22,Kg,65,75,70,Tomato
07/10/22,Kg,60,70,65,Tomato
08/10/22,Kg,60,70,65,Tomato
09/10/22,Kg,70,75,72.5,Tomato
10/10/22,Kg,65,75,70,Tomato
11/10/22,Kg,80,90,85,Tomato
12/10/22,Kg,60,70,65,Tomato
13/10/22,Kg,55,65,60,Tomato
14/10/22,Kg,50,60,55,Tomato
15/10/22,Kg,50,54,52,Tomato
16/10/22,Kg,55,65,60,Tomato
17/10/22,Kg,65,70,67.5,Tomato
18/10/22,Kg,70,80,75,Tomato
19/10/22,Kg,70,80,75,Tomato
20/10/22,Kg,75,80,77.5,Tomato
21/10/22,Kg,70,80,75,Tomato
22/10/22,Kg,50,55,52.5,Tomato
23/10/22,Kg,50,60,55,Tomato
24/10/22,Kg,60,70,65,Tomato
25/10/22,Kg,50,60,55,Tomato
26/10/22,Kg,40,50,45,Tomato
27/10/22,Kg,40,50,45,Tomato
28/10/22,Kg,40,50,45,Tomato
29/10/22,Kg,38,45,41.5,Tomato
30/10/22,Kg,35,45,40,Tomato
31/10/22,Kg,40,50,45,Tomato
01/11/22,Kg,40,50,45,Tomato
02/11/22,Kg,35,45,40,Tomato
03/11/22,Kg,35,45,40,Tomato
04/11/22,Kg,35,45,40,Tomato
05/11/22,Kg,30,40,35,Tomato
06/11/22,Kg,30,38,34,Tomato
07/11/22,Kg,30,40,35,Tomato
08/11/22,Kg,30,40,35,Tomato
09/11/22,Kg,30,40,35,Tomato
10/11/22,Kg,30,40,35,Tomato
11/11/22,Kg,35,40,37.5,Tomato
12/11/22,Kg,40,48,44,Tomato
13/11/22,Kg,30,40,35,Tomato
14/11/22,Kg,30,40,35,Tomato
15/11/22,Kg,30,40,35,Tomato
16/11/22,Kg,30,40,35,Tomato
17/11/22,Kg,25,35,30,Tomato
18/11/22,Kg,25,35,30,Tomato
19/11/22,Kg,25,30,27.5,Tomato
20/11/22,Kg,25,35,30,Tomato
21/11/22,Kg,25,35,30,Tomato
22/11/22,Kg,25,35,30,Tomato
23/11/22,Kg,30,40,35,Tomato
24/11/22,Kg,25,35,30,Tomato
25/11/22,Kg,30,40,35,Tomato
26/11/22,Kg,35,40,37.5,Tomato
27/11/22,Kg,30,40,35,Tomato
28/11/22,Kg,30,40,35,Tomato
29/11/22,Kg,30,40,35,Tomato
30/11/22,Kg,30,40,35,Tomato
01/12/22,Kg,25,35,30,Tomato
02/12/22,Kg,25,35,30,Tomato
03/12/22,Kg,28,35,31.5,Tomato
04/12/22,Kg,25,35,30,Tomato
05/12/22,Kg,25,35,30,Tomato
06/12/22,Kg,25,35,30,Tomato
07/12/22,Kg,30,40,35,Tomato
08/12/22,Kg,30,40,35,Tomato
09/12/22,Kg,30,40,35,Tomato
10/12/22,Kg,35,40,37.5,Tomato
11/12/22,Kg,30,40,35,Tomato
12/12/22,Kg,30,40,35,Tomato
13/12/22,Kg,30,40,35,Tomato
14/12/22,Kg,30,35,32.5,Tomato
15/12/22,Kg,30,35,32.5,Tomato
16/12/22,Kg,28,35,31.5,Tomato
17/12/22,Kg,30,35,32.5,Tomato
18/12/22,Kg,30,40,35,Tomato
19/12/22,Kg,30,40,35,Tomato
20/12/22,Kg,30,40,35,Tomato
21/12/22,Kg,30,40,35,Tomato
22/12/22,Kg,30,40,35,Tomato
23/12/22,Kg,30,35,32.5,Tomato
24/12/22,Kg,28,30,29,Tomato
25/12/22,Kg,25,35,30,Tomato
26/12/22,Kg,25,35,30,Tomato
27/12/22,Kg,20,25,22.5,Tomato
28/12/22,Kg,20,30,25,Tomato
29/12/22,Kg,20,30,25,Tomato
30/12/22,Kg,20,25,22.5,Tomato
31/12/22,Kg,20,25,22.5,Tomato
01/01/17,Kg,20,30,25,Tomato
02/01/17,Kg,20,30,25,Tomato
03/01/17,Kg,20,30,25,Tomato
04/01/17,Kg,20,30,25,Tomato
05/01/17,Kg,20,30,25,Tomato
06/01/17,Kg,20,30,25,Tomato
07/01/17,Kg,25,30,27.5,Tomato
08/01/17,Kg,20,30,25,Tomato
09/01/17,Kg,20,30,25,Tomato
10/01/17,Kg,20,25,22.5,Tomato
11/01/17,Kg,25,30,27.5,Tomato
12/01/17,Kg,20,30,25,Tomato
13/01/17,Kg,20,30,25,Tomato
14/01/17,Kg,20,25,22.5,Tomato
15/01/17,Kg,20,30,25,Tomato
16/01/17,Kg,20,30,25,Tomato
17/01/17,Kg,20,30,25,Tomato
18/01/17,Kg,40,50,45,Tomato
19/01/17,Kg,20,30,25,Tomato
20/01/17,Kg,20,25,22.5,Tomato
21/01/17,Kg,25,30,27.5,Tomato
22/01/17,Kg,20,30,25,Tomato
23/01/17,Kg,20,30,25,Tomato
24/01/17,Kg,20,30,25,Tomato
25/01/17,Kg,20,30,25,Tomato
26/01/17,Kg,15,25,20,Tomato
27/01/17,Kg,15,20,17.5,Tomato
28/01/17,Kg,20,25,22.5,Tomato
29/01/17,Kg,20,25,22.5,Tomato
30/01/17,Kg,18,24,21,Tomato
31/01/17,Kg,15,25,20,Tomato
